dataset,metric,classifier,noise_type,intensity,accuracy
BME,erp,svm,missing,0.4,0.688889
BME,erp,1nn,outlier,0.0,0.85
BME,erp,svm,outlier,0.0,0.805556
BME,erp,1nn,outlier,0.05,0.783333
BME,erp,svm,outlier,0.05,0.788889
BME,erp,1nn,outlier,0.1,0.738889
BME,erp,svm,outlier,0.1,0.805556
BME,erp,1nn,outlier,0.2,0.6
BME,erp,svm,outlier,0.2,0.727778
BME,erp,1nn,outlier,0.4,0.6
BME,erp,svm,outlier,0.4,0.666667
BME,msm,1nn,jittering,0.0,0.9
BME,msm,svm,jittering,0.0,0.966667
BME,msm,1nn,jittering,0.05,0.933333
BME,msm,svm,jittering,0.05,0.972222
BME,msm,1nn,jittering,0.1,0.911111
BME,msm,svm,jittering,0.1,0.966667
BME,msm,1nn,jittering,0.2,0.755556
BME,msm,svm,jittering,0.2,0.961111
BME,msm,1nn,jittering,0.4,0.511111
BME,msm,svm,jittering,0.4,0.833333
BME,msm,1nn,missing,0.0,0.9
BME,msm,svm,missing,0.0,0.966667
BME,msm,1nn,missing,0.05,0.872222
BME,msm,svm,missing,0.05,0.955556
BME,msm,1nn,missing,0.1,0.827778
BME,msm,svm,missing,0.1,0.955556
BME,msm,1nn,missing,0.2,0.811111
BME,msm,svm,missing,0.2,0.961111
BME,msm,1nn,missing,0.4,0.777778
BME,msm,svm,missing,0.4,0.9
BME,msm,1nn,outlier,0.0,0.9
BME,msm,svm,outlier,0.0,0.966667
BME,msm,1nn,outlier,0.05,0.727778
BME,msm,svm,outlier,0.05,0.95
BME,msm,1nn,outlier,0.1,0.705556
BME,msm,svm,outlier,0.1,0.877778
BME,msm,1nn,outlier,0.2,0.488889
BME,msm,svm,outlier,0.2,0.722222
BME,msm,1nn,outlier,0.4,0.55
BME,msm,svm,outlier,0.4,0.694444
BME,twe,1nn,jittering,0.0,0.905556
BME,twe,svm,jittering,0.0,0.977778
BME,twe,1nn,jittering,0.05,0.933333
BME,twe,svm,jittering,0.05,0.972222
BME,twe,1nn,jittering,0.1,0.95
BME,twe,svm,jittering,0.1,0.972222
BME,twe,1nn,jittering,0.2,0.805556
BME,twe,svm,jittering,0.2,0.961111
BME,twe,1nn,jittering,0.4,0.544444
BME,twe,svm,jittering,0.4,0.844444
BME,twe,1nn,missing,0.0,0.905556
BME,twe,svm,missing,0.0,0.977778
BME,twe,1nn,missing,0.05,0.905556
BME,twe,svm,missing,0.05,0.972222
BME,twe,1nn,missing,0.1,0.888889
BME,twe,svm,missing,0.1,0.961111
BME,twe,1nn,missing,0.2,0.816667
BME,twe,svm,missing,0.2,0.955556
BME,twe,1nn,missing,0.4,0.783333
BME,twe,svm,missing,0.4,0.95
BME,twe,1nn,outlier,0.0,0.905556
BME,twe,svm,outlier,0.0,0.977778
BME,twe,1nn,outlier,0.05,0.794444
BME,twe,svm,outlier,0.05,0.933333
BME,twe,1nn,outlier,0.1,0.7
BME,twe,svm,outlier,0.1,0.872222
BME,twe,1nn,outlier,0.2,0.527778
BME,twe,svm,outlier,0.2,0.738889
BME,twe,1nn,outlier,0.4,0.644444
BME,twe,svm,outlier,0.4,0.705556
BME,adtw,1nn,jittering,0.0,0.938889
BME,adtw,svm,jittering,0.0,0.972222
BME,adtw,1nn,jittering,0.05,0.933333
BME,adtw,svm,jittering,0.05,0.972222
BME,adtw,1nn,jittering,0.1,0.927778
BME,adtw,svm,jittering,0.1,0.961111
BME,adtw,1nn,jittering,0.2,0.883333
BME,adtw,svm,jittering,0.2,0.966667
BME,adtw,1nn,jittering,0.4,0.544444
BME,adtw,svm,jittering,0.4,0.938889
BME,adtw,1nn,missing,0.0,0.938889
BME,adtw,svm,missing,0.0,0.972222
BME,adtw,1nn,missing,0.05,0.905556
BME,adtw,svm,missing,0.05,0.961111
BME,adtw,1nn,missing,0.1,0.894444
BME,adtw,svm,missing,0.1,0.938889
BME,adtw,1nn,missing,0.2,0.827778
BME,adtw,svm,missing,0.2,0.938889
BME,adtw,1nn,missing,0.4,0.722222
BME,adtw,svm,missing,0.4,0.894444
BME,adtw,1nn,outlier,0.0,0.938889
BME,adtw,svm,outlier,0.0,0.972222
BME,adtw,1nn,outlier,0.05,0.527778
BME,adtw,svm,outlier,0.05,0.727778
BME,adtw,1nn,outlier,0.1,0.533333
BME,adtw,svm,outlier,0.1,0.677778
BME,adtw,1nn,outlier,0.2,0.383333
BME,adtw,svm,outlier,0.2,0.566667
BME,adtw,1nn,outlier,0.4,0.461111
BME,adtw,svm,outlier,0.4,0.611111
BME,dtw,1nn,jittering,0.0,0.905556
BME,dtw,svm,jittering,0.0,0.805556
BME,dtw,1nn,jittering,0.05,0.994444
BME,dtw,svm,jittering,0.05,0.861111
BME,dtw,1nn,jittering,0.1,0.994444
BME,dtw,svm,jittering,0.1,0.9
BME,dtw,1nn,jittering,0.2,0.966667
BME,dtw,svm,jittering,0.2,0.955556
BME,dtw,1nn,jittering,0.4,0.55
BME,dtw,svm,jittering,0.4,0.8
BME,dtw,1nn,missing,0.0,0.905556
BME,dtw,svm,missing,0.0,0.805556
BME,dtw,1nn,missing,0.05,0.933333
BME,dtw,svm,missing,0.05,0.772222
BME,dtw,1nn,missing,0.1,0.85
BME,dtw,svm,missing,0.1,0.722222
BME,dtw,1nn,missing,0.2,0.816667
BME,dtw,svm,missing,0.2,0.75
BME,dtw,1nn,missing,0.4,0.772222
BME,dtw,svm,missing,0.4,0.711111
BME,dtw,1nn,outlier,0.0,0.905556
BME,dtw,svm,outlier,0.0,0.805556
BME,dtw,1nn,outlier,0.05,0.527778
BME,dtw,svm,outlier,0.05,0.472222
BME,dtw,1nn,outlier,0.1,0.588889
BME,dtw,svm,outlier,0.1,0.533333
BME,dtw,1nn,outlier,0.2,0.444444
BME,dtw,svm,outlier,0.2,0.45
BME,dtw,1nn,outlier,0.4,0.422222
BME,dtw,svm,outlier,0.4,0.583333
BME,wdtw,1nn,jittering,0.0,0.988889
BME,wdtw,svm,jittering,0.0,0.944444
BME,wdtw,1nn,jittering,0.05,0.994444
BME,wdtw,svm,jittering,0.05,0.922222
BME,wdtw,1nn,jittering,0.1,0.994444
BME,wdtw,svm,jittering,0.1,0.905556
BME,wdtw,1nn,jittering,0.2,0.961111
BME,wdtw,svm,jittering,0.2,0.933333
BME,wdtw,1nn,jittering,0.4,0.555556
BME,wdtw,svm,jittering,0.4,0.9
BME,wdtw,1nn,missing,0.0,0.988889
BME,wdtw,svm,missing,0.0,0.944444
BME,wdtw,1nn,missing,0.05,0.988889
BME,wdtw,svm,missing,0.05,0.955556
BME,wdtw,1nn,missing,0.1,0.983333
BME,wdtw,svm,missing,0.1,0.961111
BME,wdtw,1nn,missing,0.2,0.922222
BME,wdtw,svm,missing,0.2,0.944444
BME,wdtw,1nn,missing,0.4,0.933333
BME,wdtw,svm,missing,0.4,0.85
BME,wdtw,1nn,outlier,0.0,0.988889
BME,wdtw,svm,outlier,0.0,0.944444
BME,wdtw,1nn,outlier,0.05,0.555556
BME,wdtw,svm,outlier,0.05,0.833333
BME,wdtw,1nn,outlier,0.1,0.605556
BME,wdtw,svm,outlier,0.1,0.705556
BME,wdtw,1nn,outlier,0.2,0.416667
BME,wdtw,svm,outlier,0.2,0.577778
BME,wdtw,1nn,outlier,0.4,0.483333
BME,wdtw,svm,outlier,0.4,0.588889
BME,ddtw,1nn,jittering,0.0,1.0
BME,ddtw,svm,jittering,0.0,0.911111
BME,ddtw,1nn,jittering,0.05,1.0
BME,ddtw,svm,jittering,0.05,1.0
BME,ddtw,1nn,jittering,0.1,0.622222
BME,ddtw,svm,jittering,0.1,0.994444
BME,ddtw,1nn,jittering,0.2,0.144444
BME,ddtw,svm,jittering,0.2,0.733333
BME,ddtw,1nn,jittering,0.4,0.144444
BME,ddtw,svm,jittering,0.4,0.316667
BME,ddtw,1nn,missing,0.0,1.0
BME,ddtw,svm,missing,0.0,0.911111
BME,ddtw,1nn,missing,0.05,0.883333
BME,ddtw,svm,missing,0.05,0.844444
BME,ddtw,1nn,missing,0.1,0.777778
BME,ddtw,svm,missing,0.1,0.755556
BME,ddtw,1nn,missing,0.2,0.727778
BME,ddtw,svm,missing,0.2,0.783333
BME,ddtw,1nn,missing,0.4,0.622222
BME,ddtw,svm,missing,0.4,0.844444
BME,ddtw,1nn,outlier,0.0,1.0
BME,ddtw,svm,outlier,0.0,0.911111
BME,ddtw,1nn,outlier,0.05,0.277778
BME,ddtw,svm,outlier,0.05,0.355556
BME,ddtw,1nn,outlier,0.1,0.277778
BME,ddtw,svm,outlier,0.1,0.338889
BME,ddtw,1nn,outlier,0.2,0.305556
BME,ddtw,svm,outlier,0.2,0.305556
BME,ddtw,1nn,outlier,0.4,0.322222
BME,ddtw,svm,outlier,0.4,0.35
BME,wddtw,1nn,jittering,0.0,1.0
BME,wddtw,svm,jittering,0.0,1.0
BME,wddtw,1nn,jittering,0.05,1.0
BME,wddtw,svm,jittering,0.05,1.0
BME,wddtw,1nn,jittering,0.1,0.627778
BME,wddtw,svm,jittering,0.1,0.994444
BME,wddtw,1nn,jittering,0.2,0.144444
BME,wddtw,svm,jittering,0.2,0.822222
BME,wddtw,1nn,jittering,0.4,0.144444
BME,wddtw,svm,jittering,0.4,0.372222
BME,wddtw,1nn,missing,0.0,1.0
BME,wddtw,svm,missing,0.0,1.0
BME,wddtw,1nn,missing,0.05,0.927778
BME,wddtw,svm,missing,0.05,0.988889
BME,wddtw,1nn,missing,0.1,0.766667
BME,wddtw,svm,missing,0.1,0.972222
BME,wddtw,1nn,missing,0.2,0.783333
BME,wddtw,svm,missing,0.2,0.927778
BME,wddtw,1nn,missing,0.4,0.811111
BME,wddtw,svm,missing,0.4,0.972222
BME,wddtw,1nn,outlier,0.0,1.0
BME,wddtw,svm,outlier,0.0,1.0
BME,wddtw,1nn,outlier,0.05,0.222222
BME,wddtw,svm,outlier,0.05,0.277778
BME,wddtw,1nn,outlier,0.1,0.333333
BME,wddtw,svm,outlier,0.1,0.338889
BME,wddtw,1nn,outlier,0.2,0.2
BME,wddtw,svm,outlier,0.2,0.255556
BME,wddtw,1nn,outlier,0.4,0.333333
BME,wddtw,svm,outlier,0.4,0.316667
BME,shape_dtw,1nn,jittering,0.0,0.994444
BME,shape_dtw,svm,jittering,0.0,0.894444
BME,shape_dtw,1nn,jittering,0.05,0.994444
BME,shape_dtw,svm,jittering,0.05,0.916667
BME,shape_dtw,1nn,jittering,0.1,0.994444
BME,shape_dtw,svm,jittering,0.1,0.905556
BME,shape_dtw,1nn,jittering,0.2,0.927778
BME,shape_dtw,svm,jittering,0.2,0.927778
BME,shape_dtw,1nn,jittering,0.4,0.527778
BME,shape_dtw,svm,jittering,0.4,0.805556
BME,shape_dtw,1nn,missing,0.0,0.994444
BME,shape_dtw,svm,missing,0.0,0.894444
BME,shape_dtw,1nn,missing,0.05,0.972222
BME,shape_dtw,svm,missing,0.05,0.9
BME,shape_dtw,1nn,missing,0.1,0.916667
BME,shape_dtw,svm,missing,0.1,0.911111
BME,shape_dtw,1nn,missing,0.2,0.866667
BME,shape_dtw,svm,missing,0.2,0.872222
BME,shape_dtw,1nn,missing,0.4,0.75
BME,shape_dtw,svm,missing,0.4,0.816667
BME,shape_dtw,1nn,outlier,0.0,0.994444
BME,shape_dtw,svm,outlier,0.0,0.894444
BME,shape_dtw,1nn,outlier,0.05,0.577778
BME,shape_dtw,svm,outlier,0.05,0.633333
BME,shape_dtw,1nn,outlier,0.1,0.488889
BME,shape_dtw,svm,outlier,0.1,0.538889
BME,shape_dtw,1nn,outlier,0.2,0.477778
BME,shape_dtw,svm,outlier,0.2,0.583333
BME,shape_dtw,1nn,outlier,0.4,0.383333
BME,shape_dtw,svm,outlier,0.4,0.472222
BME,euclidean,1nn,jittering,0.0,0.933333
BME,euclidean,svm,jittering,0.0,0.961111
BME,euclidean,1nn,jittering,0.05,0.927778
BME,euclidean,svm,jittering,0.05,0.961111
BME,euclidean,1nn,jittering,0.1,0.927778
BME,euclidean,svm,jittering,0.1,0.961111
BME,euclidean,1nn,jittering,0.2,0.85
BME,euclidean,svm,jittering,0.2,0.938889
BME,euclidean,1nn,jittering,0.4,0.494444
BME,euclidean,svm,jittering,0.4,0.794444
BME,euclidean,1nn,missing,0.0,0.933333
BME,euclidean,svm,missing,0.0,0.961111
BME,euclidean,1nn,missing,0.05,0.894444
BME,euclidean,svm,missing,0.05,0.961111
BME,euclidean,1nn,missing,0.1,0.877778
BME,euclidean,svm,missing,0.1,0.961111
BME,euclidean,1nn,missing,0.2,0.772222
BME,euclidean,svm,missing,0.2,0.844444
BME,euclidean,1nn,missing,0.4,0.633333
BME,euclidean,svm,missing,0.4,0.705556
BME,euclidean,1nn,outlier,0.0,0.933333
BME,euclidean,svm,outlier,0.0,0.961111
BME,euclidean,1nn,outlier,0.05,0.555556
BME,euclidean,svm,outlier,0.05,0.655556
BME,euclidean,1nn,outlier,0.1,0.483333
BME,euclidean,svm,outlier,0.1,0.555556
BME,euclidean,1nn,outlier,0.2,0.483333
BME,euclidean,svm,outlier,0.2,0.583333
BME,euclidean,1nn,outlier,0.4,0.372222
BME,euclidean,svm,outlier,0.4,0.522222
BME,manhattan,1nn,jittering,0.0,0.9
BME,manhattan,svm,jittering,0.0,0.961111
BME,manhattan,1nn,jittering,0.05,0.905556
BME,manhattan,svm,jittering,0.05,0.961111
BME,manhattan,1nn,jittering,0.1,0.888889
BME,manhattan,svm,jittering,0.1,0.961111
BME,manhattan,1nn,jittering,0.2,0.716667
BME,manhattan,svm,jittering,0.2,0.938889
BME,manhattan,1nn,jittering,0.4,0.477778
BME,manhattan,svm,jittering,0.4,0.772222
BME,manhattan,1nn,missing,0.0,0.9
BME,manhattan,svm,missing,0.0,0.961111
BME,manhattan,1nn,missing,0.05,0.861111
BME,manhattan,svm,missing,0.05,0.966667
BME,manhattan,1nn,missing,0.1,0.872222
BME,manhattan,svm,missing,0.1,0.966667
BME,manhattan,1nn,missing,0.2,0.716667
BME,manhattan,svm,missing,0.2,0.927778
BME,manhattan,1nn,missing,0.4,0.655556
BME,manhattan,svm,missing,0.4,0.833333
BME,manhattan,1nn,outlier,0.0,0.9
BME,manhattan,svm,outlier,0.0,0.961111
BME,manhattan,1nn,outlier,0.05,0.683333
BME,manhattan,svm,outlier,0.05,0.944444
BME,manhattan,1nn,outlier,0.1,0.572222
BME,manhattan,svm,outlier,0.1,0.861111
BME,manhattan,1nn,outlier,0.2,0.477778
BME,manhattan,svm,outlier,0.2,0.75
BME,manhattan,1nn,outlier,0.4,0.322222
BME,manhattan,svm,outlier,0.4,0.6
BME,minkowski,1nn,jittering,0.0,0.933333
BME,minkowski,svm,jittering,0.0,0.961111
BME,minkowski,1nn,jittering,0.05,0.927778
BME,minkowski,svm,jittering,0.05,0.961111
BME,minkowski,1nn,jittering,0.1,0.927778
BME,minkowski,svm,jittering,0.1,0.961111
BME,minkowski,1nn,jittering,0.2,0.85
BME,minkowski,svm,jittering,0.2,0.938889
BME,minkowski,1nn,jittering,0.4,0.494444
BME,minkowski,svm,jittering,0.4,0.794444
BME,minkowski,1nn,missing,0.0,0.933333
BME,minkowski,svm,missing,0.0,0.961111
BME,minkowski,1nn,missing,0.05,0.861111
BME,minkowski,svm,missing,0.05,0.966667
BME,minkowski,1nn,missing,0.1,0.805556
BME,minkowski,svm,missing,0.1,0.927778
BME,minkowski,1nn,missing,0.2,0.755556
BME,minkowski,svm,missing,0.2,0.861111
BME,minkowski,1nn,missing,0.4,0.65
BME,minkowski,svm,missing,0.4,0.688889
BME,minkowski,1nn,outlier,0.0,0.933333
BME,minkowski,svm,outlier,0.0,0.961111
BME,minkowski,1nn,outlier,0.05,0.555556
BME,minkowski,svm,outlier,0.05,0.655556
BME,minkowski,1nn,outlier,0.1,0.483333
BME,minkowski,svm,outlier,0.1,0.555556
BME,minkowski,1nn,outlier,0.2,0.483333
BME,minkowski,svm,outlier,0.2,0.583333
BME,minkowski,1nn,outlier,0.4,0.372222
BME,minkowski,svm,outlier,0.4,0.522222
BME,sbd,1nn,jittering,0.0,0.966667
BME,sbd,svm,jittering,0.0,0.877778
BME,sbd,1nn,jittering,0.05,0.95
BME,sbd,svm,jittering,0.05,0.894444
BME,sbd,1nn,jittering,0.1,0.938889
BME,sbd,svm,jittering,0.1,0.916667
BME,sbd,1nn,jittering,0.2,0.85
BME,sbd,svm,jittering,0.2,0.916667
BME,sbd,1nn,jittering,0.4,0.522222
BME,sbd,svm,jittering,0.4,0.827778
BME,sbd,1nn,missing,0.0,0.966667
BME,sbd,svm,missing,0.0,0.877778
BME,sbd,1nn,missing,0.05,0.938889
BME,sbd,svm,missing,0.05,0.888889
BME,sbd,1nn,missing,0.1,0.883333
BME,sbd,svm,missing,0.1,0.905556
BME,sbd,1nn,missing,0.2,0.844444
BME,sbd,svm,missing,0.2,0.916667
BME,sbd,1nn,missing,0.4,0.705556
BME,sbd,svm,missing,0.4,0.855556
BME,sbd,1nn,outlier,0.0,0.966667
BME,sbd,svm,outlier,0.0,0.877778
BME,sbd,1nn,outlier,0.05,0.566667
BME,sbd,svm,outlier,0.05,0.755556
BME,sbd,1nn,outlier,0.1,0.477778
BME,sbd,svm,outlier,0.1,0.616667
BME,sbd,1nn,outlier,0.2,0.377778
BME,sbd,svm,outlier,0.2,0.555556
BME,sbd,1nn,outlier,0.4,0.45
BME,sbd,svm,outlier,0.4,0.538889
SmoothSubspace,lcss,1nn,jittering,0.0,0.333333
SmoothSubspace,lcss,svm,jittering,0.0,0.346667
SmoothSubspace,lcss,1nn,jittering,0.05,0.333333
SmoothSubspace,lcss,svm,jittering,0.05,0.246667
SmoothSubspace,lcss,1nn,jittering,0.1,0.333333
SmoothSubspace,lcss,svm,jittering,0.1,0.153333
SmoothSubspace,lcss,1nn,jittering,0.2,0.333333
SmoothSubspace,lcss,svm,jittering,0.2,0.23
SmoothSubspace,lcss,1nn,jittering,0.4,0.353333
SmoothSubspace,lcss,svm,jittering,0.4,0.573333
SmoothSubspace,lcss,1nn,missing,0.0,0.333333
SmoothSubspace,lcss,svm,missing,0.0,0.346667
SmoothSubspace,lcss,1nn,missing,0.05,0.333333
SmoothSubspace,lcss,svm,missing,0.05,0.303333
SmoothSubspace,lcss,1nn,missing,0.1,0.333333
SmoothSubspace,lcss,svm,missing,0.1,0.296667
SmoothSubspace,lcss,1nn,missing,0.2,0.333333
SmoothSubspace,lcss,svm,missing,0.2,0.326667
SmoothSubspace,lcss,1nn,missing,0.4,0.333333
SmoothSubspace,lcss,svm,missing,0.4,0.29
SmoothSubspace,lcss,1nn,outlier,0.0,0.333333
SmoothSubspace,lcss,svm,outlier,0.0,0.346667
SmoothSubspace,lcss,1nn,outlier,0.05,0.39
SmoothSubspace,lcss,svm,outlier,0.05,0.053333
SmoothSubspace,lcss,1nn,outlier,0.1,0.326667
SmoothSubspace,lcss,svm,outlier,0.1,0.04
SmoothSubspace,lcss,1nn,outlier,0.2,0.316667
SmoothSubspace,lcss,svm,outlier,0.2,0.053333
SmoothSubspace,lcss,1nn,outlier,0.4,0.393333
SmoothSubspace,lcss,svm,outlier,0.4,0.03
SmoothSubspace,edr,1nn,jittering,0.0,0.946667
SmoothSubspace,edr,svm,jittering,0.0,0.986667
SmoothSubspace,edr,1nn,jittering,0.05,0.91
SmoothSubspace,edr,svm,jittering,0.05,0.976667
SmoothSubspace,edr,1nn,jittering,0.1,0.793333
SmoothSubspace,edr,svm,jittering,0.1,0.87
SmoothSubspace,edr,1nn,jittering,0.2,0.576667
SmoothSubspace,edr,svm,jittering,0.2,0.716667
SmoothSubspace,edr,1nn,jittering,0.4,0.46
SmoothSubspace,edr,svm,jittering,0.4,0.543333
SmoothSubspace,edr,1nn,missing,0.0,0.946667
SmoothSubspace,edr,svm,missing,0.0,0.986667
SmoothSubspace,edr,1nn,missing,0.05,0.92
SmoothSubspace,edr,svm,missing,0.05,0.976667
SmoothSubspace,edr,1nn,missing,0.1,0.873333
SmoothSubspace,edr,svm,missing,0.1,0.98
SmoothSubspace,edr,1nn,missing,0.2,0.88
SmoothSubspace,edr,svm,missing,0.2,0.963333
SmoothSubspace,edr,1nn,missing,0.4,0.693333
SmoothSubspace,edr,svm,missing,0.4,0.876667
SmoothSubspace,edr,1nn,outlier,0.0,0.946667
SmoothSubspace,edr,svm,outlier,0.0,0.986667
SmoothSubspace,edr,1nn,outlier,0.05,0.97
SmoothSubspace,edr,svm,outlier,0.05,0.99
SmoothSubspace,edr,1nn,outlier,0.1,0.933333
SmoothSubspace,edr,svm,outlier,0.1,0.986667
SmoothSubspace,edr,1nn,outlier,0.2,0.906667
SmoothSubspace,edr,svm,outlier,0.2,0.97
SmoothSubspace,edr,1nn,outlier,0.4,0.816667
SmoothSubspace,edr,svm,outlier,0.4,0.913333
SmoothSubspace,erp,1nn,jittering,0.0,0.99
SmoothSubspace,erp,svm,jittering,0.0,1.0
SmoothSubspace,erp,1nn,jittering,0.05,0.953333
SmoothSubspace,erp,svm,jittering,0.05,0.99
SmoothSubspace,erp,1nn,jittering,0.1,0.886667
SmoothSubspace,erp,svm,jittering,0.1,0.96
SmoothSubspace,erp,1nn,jittering,0.2,0.683333
SmoothSubspace,erp,svm,jittering,0.2,0.85
SmoothSubspace,erp,1nn,jittering,0.4,0.56
SmoothSubspace,erp,svm,jittering,0.4,0.636667
SmoothSubspace,erp,1nn,missing,0.0,0.99
SmoothSubspace,erp,svm,missing,0.0,1.0
SmoothSubspace,erp,1nn,missing,0.05,0.956667
SmoothSubspace,erp,svm,missing,0.05,0.97
SmoothSubspace,erp,1nn,missing,0.1,0.93
SmoothSubspace,erp,svm,missing,0.1,0.963333
SmoothSubspace,erp,1nn,missing,0.2,0.886667
SmoothSubspace,erp,svm,missing,0.2,0.93
SmoothSubspace,erp,1nn,missing,0.4,0.79
SmoothSubspace,erp,svm,missing,0.4,0.886667
SmoothSubspace,erp,1nn,outlier,0.0,0.99
SmoothSubspace,erp,svm,outlier,0.0,1.0
SmoothSubspace,erp,1nn,outlier,0.05,0.93
SmoothSubspace,erp,svm,outlier,0.05,0.99
SmoothSubspace,erp,1nn,outlier,0.1,0.89
SmoothSubspace,erp,svm,outlier,0.1,0.98
SmoothSubspace,erp,1nn,outlier,0.2,0.753333
SmoothSubspace,erp,svm,outlier,0.2,0.946667
SmoothSubspace,erp,1nn,outlier,0.4,0.69
SmoothSubspace,erp,svm,outlier,0.4,0.913333
SmoothSubspace,msm,1nn,jittering,0.0,0.976667
SmoothSubspace,msm,svm,jittering,0.0,1.0
SmoothSubspace,msm,1nn,jittering,0.05,0.96
SmoothSubspace,msm,svm,jittering,0.05,0.98
SmoothSubspace,msm,1nn,jittering,0.1,0.91
SmoothSubspace,msm,svm,jittering,0.1,0.963333
SmoothSubspace,msm,1nn,jittering,0.2,0.7
SmoothSubspace,msm,svm,jittering,0.2,0.87
SmoothSubspace,msm,1nn,jittering,0.4,0.55
SmoothSubspace,msm,svm,jittering,0.4,0.64
SmoothSubspace,msm,1nn,missing,0.0,0.976667
SmoothSubspace,msm,svm,missing,0.0,1.0
SmoothSubspace,msm,1nn,missing,0.05,0.936667
SmoothSubspace,msm,svm,missing,0.05,0.993333
SmoothSubspace,msm,1nn,missing,0.1,0.87
SmoothSubspace,msm,svm,missing,0.1,0.983333
SmoothSubspace,msm,1nn,missing,0.2,0.84
SmoothSubspace,msm,svm,missing,0.2,0.946667
SmoothSubspace,msm,1nn,missing,0.4,0.626667
SmoothSubspace,msm,svm,missing,0.4,0.87
SmoothSubspace,msm,1nn,outlier,0.0,0.976667
SmoothSubspace,msm,svm,outlier,0.0,1.0
SmoothSubspace,msm,1nn,outlier,0.05,0.933333
SmoothSubspace,msm,svm,outlier,0.05,0.993333
SmoothSubspace,msm,1nn,outlier,0.1,0.88
SmoothSubspace,msm,svm,outlier,0.1,0.983333
SmoothSubspace,msm,1nn,outlier,0.2,0.696667
SmoothSubspace,msm,svm,outlier,0.2,0.98
SmoothSubspace,msm,1nn,outlier,0.4,0.633333
SmoothSubspace,msm,svm,outlier,0.4,0.916667
SmoothSubspace,twe,1nn,jittering,0.0,0.976667
SmoothSubspace,twe,svm,jittering,0.0,1.0
SmoothSubspace,twe,1nn,jittering,0.05,0.946667
SmoothSubspace,twe,svm,jittering,0.05,0.986667
SmoothSubspace,twe,1nn,jittering,0.1,0.91
SmoothSubspace,twe,svm,jittering,0.1,0.963333
SmoothSubspace,twe,1nn,jittering,0.2,0.726667
SmoothSubspace,twe,svm,jittering,0.2,0.886667
SmoothSubspace,twe,1nn,jittering,0.4,0.56
SmoothSubspace,twe,svm,jittering,0.4,0.603333
SmoothSubspace,twe,1nn,missing,0.0,0.976667
SmoothSubspace,twe,svm,missing,0.0,1.0
SmoothSubspace,twe,1nn,missing,0.05,0.94
SmoothSubspace,twe,svm,missing,0.05,0.99
SmoothSubspace,twe,1nn,missing,0.1,0.89
SmoothSubspace,twe,svm,missing,0.1,0.976667
SmoothSubspace,twe,1nn,missing,0.2,0.84
SmoothSubspace,twe,svm,missing,0.2,0.956667
SmoothSubspace,twe,1nn,missing,0.4,0.68
SmoothSubspace,twe,svm,missing,0.4,0.86
SmoothSubspace,twe,1nn,outlier,0.0,0.976667
SmoothSubspace,twe,svm,outlier,0.0,1.0
SmoothSubspace,twe,1nn,outlier,0.05,0.946667
SmoothSubspace,twe,svm,outlier,0.05,0.99
SmoothSubspace,twe,1nn,outlier,0.1,0.88
SmoothSubspace,twe,svm,outlier,0.1,0.976667
SmoothSubspace,twe,1nn,outlier,0.2,0.703333
SmoothSubspace,twe,svm,outlier,0.2,0.983333
SmoothSubspace,twe,1nn,outlier,0.4,0.65
SmoothSubspace,twe,svm,outlier,0.4,0.92
SmoothSubspace,adtw,1nn,jittering,0.0,0.916667
SmoothSubspace,adtw,svm,jittering,0.0,0.86
SmoothSubspace,adtw,1nn,jittering,0.05,0.923333
SmoothSubspace,adtw,svm,jittering,0.05,0.85
SmoothSubspace,adtw,1nn,jittering,0.1,0.873333
SmoothSubspace,adtw,svm,jittering,0.1,0.82
SmoothSubspace,adtw,1nn,jittering,0.2,0.693333
SmoothSubspace,adtw,svm,jittering,0.2,0.766667
SmoothSubspace,adtw,1nn,jittering,0.4,0.5
SmoothSubspace,adtw,svm,jittering,0.4,0.586667
SmoothSubspace,adtw,1nn,missing,0.0,0.916667
SmoothSubspace,adtw,svm,missing,0.0,0.86
SmoothSubspace,adtw,1nn,missing,0.05,0.883333
SmoothSubspace,adtw,svm,missing,0.05,0.79
SmoothSubspace,adtw,1nn,missing,0.1,0.79
SmoothSubspace,adtw,svm,missing,0.1,0.743333
SmoothSubspace,adtw,1nn,missing,0.2,0.703333
SmoothSubspace,adtw,svm,missing,0.2,0.696667
SmoothSubspace,adtw,1nn,missing,0.4,0.526667
SmoothSubspace,adtw,svm,missing,0.4,0.623333
SmoothSubspace,adtw,1nn,outlier,0.0,0.916667
SmoothSubspace,adtw,svm,outlier,0.0,0.86
SmoothSubspace,adtw,1nn,outlier,0.05,0.78
SmoothSubspace,adtw,svm,outlier,0.05,0.716667
SmoothSubspace,adtw,1nn,outlier,0.1,0.62
SmoothSubspace,adtw,svm,outlier,0.1,0.69
SmoothSubspace,adtw,1nn,outlier,0.2,0.456667
SmoothSubspace,adtw,svm,outlier,0.2,0.6
SmoothSubspace,adtw,1nn,outlier,0.4,0.476667
SmoothSubspace,adtw,svm,outlier,0.4,0.466667
SmoothSubspace,dtw,1nn,jittering,0.0,0.863333
SmoothSubspace,dtw,svm,jittering,0.0,0.903333
SmoothSubspace,dtw,1nn,jittering,0.05,0.87
SmoothSubspace,dtw,svm,jittering,0.05,0.873333
SmoothSubspace,dtw,1nn,jittering,0.1,0.816667
