noise_type,intensity,metric_A,metric_B,diff,SE,z,p_raw,CI_low,CI_high,pred_A,pred_B,p_fdr
outlier,0.2,ddtw,msm,-0.2399,0.035529,-6.7522,0.0,-0.309538,-0.170263,0.395633,0.635533,0.0
outlier,0.2,ddtw,sbd,-0.099234,0.035529,-2.793,0.005222,-0.168871,-0.029596,0.395633,0.494866,0.015430863039399625
outlier,0.2,ddtw,shape_dtw,-0.087401,0.035529,-2.46,0.013895,-0.157038,-0.017763,0.395633,0.483033,0.03859722222222222
outlier,0.2,ddtw,twe,-0.23591,0.035529,-6.6399,0.0,-0.305548,-0.166273,0.395633,0.631543,0.0
outlier,0.2,ddtw,wddtw,0.002964,0.035529,0.0834,0.933518,-0.066673,0.072601,0.395633,0.392669,0.9900772207267833
outlier,0.2,ddtw,wdtw,-0.110925,0.035529,-3.1221,0.001796,-0.180562,-0.041287,0.395633,0.506557,0.005749390243902439
outlier,0.2,dtw,edr,-0.220791,0.035529,-6.2144,0.0,-0.290429,-0.151154,0.495476,0.716267,0.0
outlier,0.2,dtw,erp,-0.137932,0.035529,-3.8822,0.000104,-0.207569,-0.068294,0.495476,0.633407,0.00042992125984251967
outlier,0.2,dtw,euclidean,0.030556,0.035529,0.86,0.389773,-0.039081,0.100193,0.495476,0.46492,0.6341864411157024
outlier,0.2,dtw,lcss,-0.120154,0.035529,-3.3818,0.00072,-0.189791,-0.050517,0.495476,0.61563,0.0024923076923076925
outlier,0.2,dtw,manhattan,-0.027892,0.035529,-0.7851,0.432423,-0.09753,0.041745,0.495476,0.523368,0.6740517539525692
outlier,0.2,dtw,minkowski,0.030556,0.035529,0.86,0.389773,-0.039081,0.100193,0.495476,0.46492,0.6341864411157024
outlier,0.2,dtw,msm,-0.140057,0.035529,-3.942,8.1e-05,-0.209695,-0.07042,0.495476,0.635533,0.0003457317073170732
outlier,0.2,dtw,sbd,0.000609,0.035529,0.0172,0.986314,-0.069028,0.070247,0.495476,0.494866,1.0
outlier,0.2,dtw,shape_dtw,0.012442,0.035529,0.3502,0.726188,-0.057195,0.08208,0.495476,0.483033,0.8935516406249999
outlier,0.2,dtw,twe,-0.136067,0.035529,-3.8297,0.000128,-0.205705,-0.06643,0.495476,0.631543,0.0005142857142857143
outlier,0.2,dtw,wddtw,0.102807,0.035529,2.8936,0.003809,0.03317,0.172444,0.495476,0.392669,0.011514731285988483
outlier,0.2,dtw,wdtw,-0.011082,0.035529,-0.3119,0.755115,-0.080719,0.058556,0.495476,0.506557,0.9081507621951219
outlier,0.2,edr,erp,0.08286,0.035529,2.3322,0.019692,0.013223,0.152497,0.716267,0.633407,0.05338192771084338
outlier,0.2,edr,euclidean,0.251348,0.035529,7.0744,0.0,0.18171,0.320985,0.716267,0.46492,0.0
outlier,0.2,edr,lcss,0.100637,0.035529,2.8325,0.004618,0.031,0.170275,0.716267,0.61563,0.013801423149905121
outlier,0.2,edr,manhattan,0.192899,0.035529,5.4293,0.0,0.123262,0.262536,0.716267,0.523368,0.0
outlier,0.2,edr,minkowski,0.251348,0.035529,7.0744,0.0,0.18171,0.320985,0.716267,0.46492,0.0
outlier,0.2,edr,msm,0.080734,0.035529,2.2723,0.023067,0.011097,0.150371,0.716267,0.635533,0.06178660714285714
outlier,0.2,edr,sbd,0.221401,0.035529,6.2315,0.0,0.151764,0.291038,0.716267,0.494866,0.0
outlier,0.2,edr,shape_dtw,0.233234,0.035529,6.5646,0.0,0.163596,0.302871,0.716267,0.483033,0.0
outlier,0.2,edr,twe,0.084724,0.035529,2.3846,0.017096,0.015087,0.154361,0.716267,0.631543,0.046665857885615246
outlier,0.2,edr,wddtw,0.323598,0.035529,9.1079,0.0,0.253961,0.393235,0.716267,0.392669,0.0
outlier,0.2,edr,wdtw,0.20971,0.035529,5.9025,0.0,0.140072,0.279347,0.716267,0.506557,0.0
outlier,0.2,erp,euclidean,0.168488,0.035529,4.7422,2e-06,0.09885,0.238125,0.633407,0.46492,1.1580882352941175e-05
outlier,0.2,erp,lcss,0.017777,0.035529,0.5004,0.616821,-0.05186,0.087415,0.633407,0.61563,0.8170673465096719
outlier,0.2,erp,manhattan,0.110039,0.035529,3.0971,0.001954,0.040402,0.179677,0.633407,0.523368,0.0062298582995951425
outlier,0.2,erp,minkowski,0.168488,0.035529,4.7422,2e-06,0.09885,0.238125,0.633407,0.46492,1.1580882352941175e-05
outlier,0.2,erp,msm,-0.002126,0.035529,-0.0598,0.952288,-0.071763,0.067511,0.633407,0.635533,0.9945978779840849
outlier,0.2,erp,sbd,0.138541,0.035529,3.8994,9.6e-05,0.068904,0.208178,0.633407,0.494866,0.0004
outlier,0.2,erp,shape_dtw,0.150374,0.035529,4.2324,2.3e-05,0.080737,0.220011,0.633407,0.483033,0.0001078125
outlier,0.2,erp,twe,0.001864,0.035529,0.0525,0.958156,-0.067773,0.071501,0.633407,0.631543,0.9958967229072031
outlier,0.2,erp,wddtw,0.240738,0.035529,6.7758,0.0,0.171101,0.310376,0.633407,0.392669,0.0
outlier,0.2,erp,wdtw,0.12685,0.035529,3.5703,0.000357,0.057213,0.196487,0.633407,0.506557,0.0013168032786885246
outlier,0.2,euclidean,lcss,-0.15071,0.035529,-4.2419,2.2e-05,-0.220348,-0.081073,0.46492,0.61563,0.00010405405405405404
outlier,0.2,euclidean,manhattan,-0.058448,0.035529,-1.6451,0.099953,-0.128086,0.011189,0.46492,0.523368,0.22272326732673267
outlier,0.2,euclidean,minkowski,0.0,0.035529,0.0,1.0,-0.069637,0.069637,0.46492,0.46492,1.0
outlier,0.2,euclidean,msm,-0.170614,0.035529,-4.8021,2e-06,-0.240251,-0.100976,0.46492,0.635533,1.1580882352941175e-05
outlier,0.2,euclidean,sbd,-0.029947,0.035529,-0.8429,0.399298,-0.099584,0.039691,0.46492,0.494866,0.6450198461538461
outlier,0.2,euclidean,shape_dtw,-0.018114,0.035529,-0.5098,0.610172,-0.087751,0.051523,0.46492,0.483033,0.8103043001686341
outlier,0.2,euclidean,twe,-0.166624,0.035529,-4.6898,3e-06,-0.236261,-0.096986,0.46492,0.631543,1.6875e-05
outlier,0.2,euclidean,wddtw,0.072251,0.035529,2.0336,0.041996,0.002613,0.141888,0.46492,0.392669,0.10720210696920583
outlier,0.2,euclidean,wdtw,-0.041638,0.035529,-1.1719,0.241225,-0.111275,0.027999,0.46492,0.506557,0.47646907894736834
outlier,0.2,lcss,manhattan,0.092262,0.035529,2.5968,0.00941,0.022625,0.161899,0.61563,0.523368,0.026800632911392407
outlier,0.2,lcss,minkowski,0.15071,0.035529,4.2419,2.2e-05,0.081073,0.220348,0.61563,0.46492,0.00010405405405405404
outlier,0.2,lcss,msm,-0.019903,0.035529,-0.5602,0.575346,-0.089541,0.049734,0.61563,0.635533,0.7893466463414635
outlier,0.2,lcss,sbd,0.120764,0.035529,3.399,0.000676,0.051126,0.190401,0.61563,0.494866,0.002374777282850779
outlier,0.2,lcss,shape_dtw,0.132596,0.035529,3.732,0.00019,0.062959,0.202234,0.61563,0.483033,0.0007462593516209476
outlier,0.2,lcss,twe,-0.015913,0.035529,-0.4479,0.65423,-0.085551,0.053724,0.61563,0.631543,0.8397817848410757
outlier,0.2,lcss,wddtw,0.222961,0.035529,6.2754,0.0,0.153324,0.292598,0.61563,0.392669,0.0
outlier,0.2,lcss,wdtw,0.109072,0.035529,3.0699,0.002141,0.039435,0.17871,0.61563,0.506557,0.006798538306451613
outlier,0.2,manhattan,minkowski,0.058448,0.035529,1.6451,0.099953,-0.011189,0.128086,0.523368,0.46492,0.22272326732673267
outlier,0.2,manhattan,msm,-0.112165,0.035529,-3.157,0.001594,-0.181802,-0.042528,0.523368,0.635533,0.005187086776859504
outlier,0.2,manhattan,sbd,0.028502,0.035529,0.8022,0.422434,-0.041136,0.098139,0.523368,0.494866,0.66542175
outlier,0.2,manhattan,shape_dtw,0.040335,0.035529,1.1353,0.256269,-0.029303,0.109972,0.523368,0.483033,0.49764181034482763
outlier,0.2,manhattan,twe,-0.108175,0.035529,-3.0447,0.002329,-0.177812,-0.038538,0.523368,0.631543,0.0073510521042084165
outlier,0.2,manhattan,wddtw,0.130699,0.035529,3.6786,0.000234,0.061062,0.200336,0.523368,0.392669,0.0009033088235294118
outlier,0.2,manhattan,wdtw,0.016811,0.035529,0.4732,0.636106,-0.052827,0.086448,0.523368,0.506557,0.8266228960396039
outlier,0.2,minkowski,msm,-0.170614,0.035529,-4.8021,2e-06,-0.240251,-0.100976,0.46492,0.635533,1.1580882352941175e-05
outlier,0.2,minkowski,sbd,-0.029947,0.035529,-0.8429,0.399298,-0.099584,0.039691,0.46492,0.494866,0.6450198461538461
outlier,0.2,minkowski,shape_dtw,-0.018114,0.035529,-0.5098,0.610172,-0.087751,0.051523,0.46492,0.483033,0.8103043001686341
outlier,0.2,minkowski,twe,-0.166624,0.035529,-4.6898,3e-06,-0.236261,-0.096986,0.46492,0.631543,1.6875e-05
outlier,0.2,minkowski,wddtw,0.072251,0.035529,2.0336,0.041996,0.002613,0.141888,0.46492,0.392669,0.10720210696920583
outlier,0.2,minkowski,wdtw,-0.041638,0.035529,-1.1719,0.241225,-0.111275,0.027999,0.46492,0.506557,0.47646907894736834
outlier,0.2,msm,sbd,0.140667,0.035529,3.9592,7.5e-05,0.07103,0.210304,0.635533,0.494866,0.00032274590163934423
outlier,0.2,msm,shape_dtw,0.1525,0.035529,4.2922,1.8e-05,0.082862,0.222137,0.635533,0.483033,8.777089783281734e-05
outlier,0.2,msm,twe,0.00399,0.035529,0.1123,0.910584,-0.065647,0.073627,0.635533,0.631543,0.9795837067209776
outlier,0.2,msm,wddtw,0.242864,0.035529,6.8356,0.0,0.173227,0.312501,0.635533,0.392669,0.0
outlier,0.2,msm,wdtw,0.128976,0.035529,3.6301,0.000283,0.059338,0.198613,0.635533,0.506557,0.0010714543269230768
outlier,0.2,sbd,shape_dtw,0.011833,0.035529,0.333,0.739099,-0.057804,0.08147,0.494866,0.483033,0.8995988601236476
outlier,0.2,sbd,twe,-0.136677,0.035529,-3.8469,0.00012,-0.206314,-0.06704,0.494866,0.631543,0.0004883720930232558
outlier,0.2,sbd,wddtw,0.102197,0.035529,2.8764,0.004022,0.03256,0.171835,0.494866,0.392669,0.012135344827586209
outlier,0.2,sbd,wdtw,-0.011691,0.035529,-0.3291,0.742113,-0.081328,0.057946,0.494866,0.506557,0.9009630970724191
outlier,0.2,shape_dtw,twe,-0.14851,0.035529,-4.1799,2.9e-05,-0.218147,-0.078872,0.483033,0.631543,0.00013316326530612245
outlier,0.2,shape_dtw,wddtw,0.090364,0.035529,2.5434,0.010978,0.020727,0.160002,0.483033,0.392669,0.030930858676207512
outlier,0.2,shape_dtw,wdtw,-0.023524,0.035529,-0.6621,0.507905,-0.093161,0.046113,0.483033,0.506557,0.7338994266055047
outlier,0.2,twe,wddtw,0.238874,0.035529,6.7233,0.0,0.169237,0.308511,0.631543,0.392669,0.0
outlier,0.2,twe,wdtw,0.124986,0.035529,3.5178,0.000435,0.055348,0.194623,0.631543,0.506557,0.0015859374999999999
outlier,0.2,wddtw,wdtw,-0.113888,0.035529,-3.2055,0.001348,-0.183526,-0.044251,0.392669,0.506557,0.00444163179916318
outlier,0.4,adtw,ddtw,0.086978,0.035529,2.4481,0.014362,0.017341,0.156615,0.481983,0.395005,0.03975421792618629
outlier,0.4,adtw,dtw,0.01333,0.035529,0.3752,0.70752,-0.056307,0.082967,0.481983,0.468653,0.8802085308056872
outlier,0.4,adtw,edr,-0.114167,0.035529,-3.2133,0.001312,-0.183804,-0.044529,0.481983,0.59615,0.004332075471698113
outlier,0.4,adtw,erp,-0.098286,0.035529,-2.7663,0.005669,-0.167923,-0.028649,0.481983,0.580269,0.01668911214953271
outlier,0.4,adtw,euclidean,0.019752,0.035529,0.5559,0.578253,-0.049885,0.089389,0.481983,0.462231,0.7895395098882202
outlier,0.4,adtw,lcss,-0.086929,0.035529,-2.4467,0.014417,-0.156567,-0.017292,0.481983,0.568913,0.039836447368421055
outlier,0.4,adtw,manhattan,0.038443,0.035529,1.082,0.279244,-0.031194,0.108081,0.481983,0.44354,0.5301642857142858
outlier,0.4,adtw,minkowski,0.019752,0.035529,0.5559,0.578253,-0.049885,0.089389,0.481983,0.462231,0.7895395098882202
outlier,0.4,adtw,msm,-0.120446,0.035529,-3.3901,0.000699,-0.190083,-0.050809,0.481983,0.602429,0.002430298013245033
outlier,0.4,adtw,sbd,0.049584,0.035529,1.3956,0.162841,-0.020053,0.119221,0.481983,0.4324,0.3410566156914894
outlier,0.4,adtw,shape_dtw,0.013779,0.035529,0.3878,0.698142,-0.055858,0.083417,0.481983,0.468204,0.8745386867088608
outlier,0.4,adtw,twe,-0.130327,0.035529,-3.6682,0.000244,-0.199965,-0.06069,0.481983,0.612311,0.0009373170731707316
outlier,0.4,adtw,wddtw,0.087168,0.035529,2.4534,0.014151,0.017531,0.156805,0.481983,0.394816,0.03923912852112676
outlier,0.4,adtw,wdtw,-0.009142,0.035529,-0.2573,0.796945,-0.078779,0.060496,0.481983,0.491125,0.9281569290465632
outlier,0.4,ddtw,dtw,-0.073648,0.035529,-2.0729,0.038184,-0.143285,-0.00401,0.395005,0.468653,0.09858983606557377
outlier,0.4,ddtw,edr,-0.201144,0.035529,-5.6614,0.0,-0.270782,-0.131507,0.395005,0.59615,0.0
outlier,0.4,ddtw,erp,-0.185264,0.035529,-5.2144,0.0,-0.254901,-0.115627,0.395005,0.580269,0.0
outlier,0.4,ddtw,euclidean,-0.067226,0.035529,-1.8921,0.058474,-0.136863,0.002411,0.395005,0.462231,0.14039108231707317
outlier,0.4,ddtw,lcss,-0.173907,0.035529,-4.8948,1e-06,-0.243545,-0.10427,0.395005,0.568913,6.15234375e-06
outlier,0.4,ddtw,manhattan,-0.048535,0.035529,-1.366,0.171924,-0.118172,0.021103,0.395005,0.44354,0.35709394736842104
outlier,0.4,ddtw,minkowski,-0.067226,0.035529,-1.8921,0.058474,-0.136863,0.002411,0.395005,0.462231,0.14039108231707317
outlier,0.4,ddtw,msm,-0.207424,0.035529,-5.8381,0.0,-0.277061,-0.137787,0.395005,0.602429,0.0
outlier,0.4,ddtw,sbd,-0.037394,0.035529,-1.0525,0.292576,-0.107031,0.032243,0.395005,0.4324,0.5459800947867299
outlier,0.4,ddtw,shape_dtw,-0.073199,0.035529,-2.0602,0.039376,-0.142836,-0.003561,0.395005,0.468204,0.10100521172638437
outlier,0.4,ddtw,twe,-0.217305,0.035529,-6.1162,0.0,-0.286943,-0.147668,0.395005,0.612311,0.0
outlier,0.4,ddtw,wddtw,0.00019,0.035529,0.0053,0.995734,-0.069447,0.069827,0.395005,0.394816,1.0
outlier,0.4,ddtw,wdtw,-0.09612,0.035529,-2.7054,0.006823,-0.165757,-0.026482,0.395005,0.491125,0.019790469613259667
outlier,0.4,dtw,edr,-0.127497,0.035529,-3.5885,0.000333,-0.197134,-0.057859,0.468653,0.59615,0.0012398936170212767
outlier,0.4,dtw,erp,-0.111616,0.035529,-3.1415,0.001681,-0.181253,-0.041979,0.468653,0.580269,0.0054032142857142855
outlier,0.4,dtw,euclidean,0.006422,0.035529,0.1807,0.856564,-0.063215,0.076059,0.468653,0.462231,0.9625047432239658
outlier,0.4,dtw,lcss,-0.100259,0.035529,-2.8219,0.004774,-0.169897,-0.030622,0.468653,0.568913,0.014240625
outlier,0.4,dtw,manhattan,0.025113,0.035529,0.7068,0.479671,-0.044524,0.09475,0.468653,0.44354,0.7081669400187441
outlier,0.4,dtw,minkowski,0.006422,0.035529,0.1807,0.856564,-0.063215,0.076059,0.468653,0.462231,0.9625047432239658
outlier,0.4,dtw,msm,-0.133776,0.035529,-3.7652,0.000166,-0.203413,-0.064139,0.468653,0.602429,0.0006585642317380353
outlier,0.4,dtw,sbd,0.036254,0.035529,1.0204,0.307543,-0.033384,0.105891,0.468653,0.4324,0.5619260150812065
outlier,0.4,dtw,shape_dtw,0.000449,0.035529,0.0126,0.989914,-0.069188,0.070086,0.468653,0.468204,1.0
outlier,0.4,dtw,twe,-0.143658,0.035529,-4.0434,5.3e-05,-0.213295,-0.07402,0.468653,0.612311,0.00023714488636363636
outlier,0.4,dtw,wddtw,0.073838,0.035529,2.0782,0.037689,0.0042,0.143475,0.468653,0.394816,0.09763186677631579
outlier,0.4,dtw,wdtw,-0.022472,0.035529,-0.6325,0.527066,-0.092109,0.047165,0.468653,0.491125,0.7536360707803994
outlier,0.4,edr,erp,0.015881,0.035529,0.447,0.654895,-0.053757,0.085518,0.59615,0.580269,0.8399508346905538
outlier,0.4,edr,euclidean,0.133919,0.035529,3.7693,0.000164,0.064281,0.203556,0.59615,0.462231,0.0006522727272727272
outlier,0.4,edr,lcss,0.027237,0.035529,0.7666,0.443311,-0.0424,0.096874,0.59615,0.568913,0.684997089041096
outlier,0.4,edr,manhattan,0.15261,0.035529,4.2953,1.7e-05,0.082973,0.222247,0.59615,0.44354,8.341121495327104e-05
outlier,0.4,edr,minkowski,0.133919,0.035529,3.7693,0.000164,0.064281,0.203556,0.59615,0.462231,0.0006522727272727272
outlier,0.4,edr,msm,-0.006279,0.035529,-0.1767,0.859713,-0.075917,0.063358,0.59615,0.602429,0.9626665662650603
outlier,0.4,edr,sbd,0.16375,0.035529,4.6089,4e-06,0.094113,0.233388,0.59615,0.4324,2.202797202797203e-05
outlier,0.4,edr,shape_dtw,0.127946,0.035529,3.6011,0.000317,0.058309,0.197583,0.59615,0.468204,0.0011859263657957243
outlier,0.4,edr,twe,-0.016161,0.035529,-0.4549,0.649208,-0.085798,0.053476,0.59615,0.612311,0.8360609975470156
outlier,0.4,edr,wddtw,0.201334,0.035529,5.6667,0.0,0.131697,0.270972,0.59615,0.394816,0.0
outlier,0.4,edr,wdtw,0.105025,0.035529,2.956,0.003116,0.035388,0.174662,0.59615,0.491125,0.009566666666666666
outlier,0.4,erp,euclidean,0.118038,0.035529,3.3223,0.000893,0.048401,0.187675,0.580269,0.462231,0.003031196120689655
outlier,0.4,erp,lcss,0.011357,0.035529,0.3196,0.74924,-0.058281,0.080994,0.580269,0.568913,0.9060601496546431
outlier,0.4,erp,manhattan,0.136729,0.035529,3.8484,0.000119,0.067092,0.206367,0.580269,0.44354,0.00048555699481865285
outlier,0.4,erp,minkowski,0.118038,0.035529,3.3223,0.000893,0.048401,0.187675,0.580269,0.462231,0.003031196120689655
outlier,0.4,erp,msm,-0.02216,0.035529,-0.6237,0.532817,-0.091797,0.047477,0.580269,0.602429,0.7566790504050406
outlier,0.4,erp,sbd,0.14787,0.035529,4.1619,3.2e-05,0.078233,0.217507,0.580269,0.4324,0.00014524495677233429
outlier,0.4,erp,shape_dtw,0.112065,0.035529,3.1542,0.00161,0.042428,0.181703,0.580269,0.468204,0.005228350515463918
outlier,0.4,erp,twe,-0.032042,0.035529,-0.9018,0.367144,-0.101679,0.037596,0.580269,0.612311,0.6164731343283583
outlier,0.4,erp,wddtw,0.185454,0.035529,5.2198,0.0,0.115817,0.255091,0.580269,0.394816,0.0
outlier,0.4,erp,wdtw,0.089144,0.035529,2.509,0.012106,0.019507,0.158781,0.580269,0.491125,0.033926957295373664
outlier,0.4,euclidean,lcss,-0.106681,0.035529,-3.0026,0.002676,-0.176319,-0.037044,0.462231,0.568913,0.008345940594059405
outlier,0.4,euclidean,manhattan,0.018691,0.035529,0.5261,0.598832,-0.050946,0.088329,0.462231,0.44354,0.8036860093696763
outlier,0.4,euclidean,minkowski,-0.0,0.035529,-0.0,1.0,-0.069637,0.069637,0.462231,0.462231,1.0
outlier,0.4,euclidean,msm,-0.140198,0.035529,-3.946,7.9e-05,-0.209835,-0.070561,0.462231,0.602429,0.0003381114130434782
outlier,0.4,euclidean,sbd,0.029832,0.035529,0.8396,0.401109,-0.039805,0.099469,0.462231,0.4324,0.6452979315628192
outlier,0.4,euclidean,shape_dtw,-0.005973,0.035529,-0.1681,0.866498,-0.07561,0.063665,0.462231,0.468204,0.9645990106007067
outlier,0.4,euclidean,twe,-0.150079,0.035529,-4.2241,2.4e-05,-0.219717,-0.080442,0.462231,0.612311,0.00011183431952662722
outlier,0.4,euclidean,wddtw,0.067416,0.035529,1.8975,0.057765,-0.002221,0.137053,0.462231,0.394816,0.13953968558282207
outlier,0.4,euclidean,wdtw,-0.028894,0.035529,-0.8132,0.41608,-0.098531,0.040743,0.462231,0.491125,0.658619095477387
outlier,0.4,lcss,manhattan,0.125373,0.035529,3.5287,0.000418,0.055735,0.19501,0.568913,0.44354,0.0015310465116279072
outlier,0.4,lcss,minkowski,0.106681,0.035529,3.0026,0.002676,0.037044,0.176319,0.568913,0.462231,0.008345940594059405
outlier,0.4,lcss,msm,-0.033517,0.035529,-0.9434,0.3455,-0.103154,0.036121,0.568913,0.602429,0.5970285049288061
outlier,0.4,lcss,sbd,0.136513,0.035529,3.8423,0.000122,0.066876,0.20615,0.568913,0.4324,0.0004939588688946015
outlier,0.4,lcss,shape_dtw,0.100709,0.035529,2.8345,0.004589,0.031071,0.170346,0.568913,0.468204,0.01374082699619772
outlier,0.4,lcss,twe,-0.043398,0.035529,-1.2215,0.221906,-0.113035,0.026239,0.568913,0.612311,0.44353039340101524
outlier,0.4,lcss,wddtw,0.174097,0.035529,4.9001,1e-06,0.10446,0.243734,0.568913,0.394816,6.15234375e-06
outlier,0.4,lcss,wdtw,0.077788,0.035529,2.1894,0.028568,0.00815,0.147425,0.568913,0.491125,0.0753678391959799
outlier,0.4,manhattan,minkowski,-0.018691,0.035529,-0.5261,0.598832,-0.088329,0.050946,0.44354,0.462231,0.8036860093696763
outlier,0.4,manhattan,msm,-0.158889,0.035529,-4.4721,8e-06,-0.228527,-0.089252,0.44354,0.602429,4.2e-05
outlier,0.4,manhattan,sbd,0.011141,0.035529,0.3136,0.753855,-0.058497,0.080778,0.44354,0.4324,0.9081507621951219
outlier,0.4,manhattan,shape_dtw,-0.024664,0.035529,-0.6942,0.487563,-0.094301,0.044973,0.44354,0.468204,0.7141468633828996
outlier,0.4,manhattan,twe,-0.168771,0.035529,-4.7502,2e-06,-0.238408,-0.099133,0.44354,0.612311,1.1580882352941175e-05
outlier,0.4,manhattan,wddtw,0.048725,0.035529,1.3714,0.170252,-0.020913,0.118362,0.44354,0.394816,0.35422311756935265
outlier,0.4,manhattan,wdtw,-0.047585,0.035529,-1.3393,0.180466,-0.117222,0.022052,0.44354,0.491125,0.3730104330708661
outlier,0.4,minkowski,msm,-0.140198,0.035529,-3.946,7.9e-05,-0.209835,-0.070561,0.462231,0.602429,0.0003381114130434782
outlier,0.4,minkowski,sbd,0.029832,0.035529,0.8396,0.401109,-0.039805,0.099469,0.462231,0.4324,0.6452979315628192
outlier,0.4,minkowski,shape_dtw,-0.005973,0.035529,-0.1681,0.866498,-0.07561,0.063665,0.462231,0.468204,0.9645990106007067
outlier,0.4,minkowski,twe,-0.150079,0.035529,-4.2241,2.4e-05,-0.219717,-0.080442,0.462231,0.612311,0.00011183431952662722
outlier,0.4,minkowski,wddtw,0.067416,0.035529,1.8975,0.057765,-0.002221,0.137053,0.462231,0.394816,0.13953968558282207
outlier,0.4,minkowski,wdtw,-0.028894,0.035529,-0.8132,0.41608,-0.098531,0.040743,0.462231,0.491125,0.658619095477387
outlier,0.4,msm,sbd,0.17003,0.035529,4.7856,2e-06,0.100393,0.239667,0.602429,0.4324,1.1580882352941175e-05
outlier,0.4,msm,shape_dtw,0.134225,0.035529,3.7779,0.000158,0.064588,0.203863,0.602429,0.468204,0.0006315989847715737
outlier,0.4,msm,twe,-0.009882,0.035529,-0.2781,0.780918,-0.079519,0.059756,0.602429,0.612311,0.9240765214124718
outlier,0.4,msm,wddtw,0.207614,0.035529,5.8435,0.0,0.137977,0.277251,0.602429,0.394816,0.0
outlier,0.4,msm,wdtw,0.111304,0.035529,3.1328,0.001732,0.041667,0.180941,0.602429,0.491125,0.005555804480651731
outlier,0.4,sbd,shape_dtw,-0.035805,0.035529,-1.0077,0.313575,-0.105442,0.033833,0.4324,0.468204,0.5703009526558892
outlier,0.4,sbd,twe,-0.179911,0.035529,-5.0638,0.0,-0.249549,-0.110274,0.4324,0.612311,0.0
outlier,0.4,sbd,wddtw,0.037584,0.035529,1.0578,0.290131,-0.032053,0.107221,0.4324,0.394816,0.5433487812128418
outlier,0.4,sbd,wdtw,-0.058726,0.035529,-1.6529,0.098355,-0.128363,0.010912,0.4324,0.491125,0.2209150641025641
outlier,0.4,shape_dtw,twe,-0.144107,0.035529,-4.056,5e-05,-0.213744,-0.074469,0.468204,0.612311,0.00022435897435897436
outlier,0.4,shape_dtw,wddtw,0.073389,0.035529,2.0656,0.038868,0.003751,0.143026,0.468204,0.394816,0.10014117647058825
outlier,0.4,shape_dtw,wdtw,-0.022921,0.035529,-0.6451,0.518841,-0.092558,0.046716,0.468204,0.491125,0.7449175706472196
outlier,0.4,twe,wddtw,0.217495,0.035529,6.1216,0.0,0.147858,0.287133,0.612311,0.394816,0.0
outlier,0.4,twe,wdtw,0.121186,0.035529,3.4109,0.000648,0.051548,0.190823,0.612311,0.491125,0.0022970224719101122
outlier,0.4,wddtw,wdtw,-0.09631,0.035529,-2.7107,0.006714,-0.165947,-0.026672,0.394816,0.491125,0.019510239852398525
